Location,Period,Indicator,Dim1,First Tooltip
Ukraine,2016,Healthy life expectancy (HALE) at birth (years),Female,67.57
Ukraine,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,14.73
Ukraine,2016,Healthy life expectancy (HALE) at age 60 (years),Male,12.5
Ukraine,2016,Healthy life expectancy (HALE) at age 60 (years),Female,16.36
United Arab Emirates,2016,Life expectancy at birth (years),Both sexes,77.16
United Arab Emirates,2016,Life expectancy at birth (years),Male,76.49
United Arab Emirates,2016,Life expectancy at birth (years),Female,78.66
United Arab Emirates,2016,Life expectancy at age 60 (years),Both sexes,20.2
United Arab Emirates,2016,Life expectancy at age 60 (years),Male,19.84
United Arab Emirates,2016,Life expectancy at age 60 (years),Female,20.99
United Arab Emirates,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,66.68
United Arab Emirates,2016,Healthy life expectancy (HALE) at birth (years),Male,65.97
United Arab Emirates,2016,Healthy life expectancy (HALE) at birth (years),Female,68.3
United Arab Emirates,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,14.89
United Arab Emirates,2016,Healthy life expectancy (HALE) at age 60 (years),Male,14.39
United Arab Emirates,2016,Healthy life expectancy (HALE) at age 60 (years),Female,16.1
United Kingdom of Great Britain and Northern Ireland,2016,Life expectancy at birth (years),Both sexes,81.43
United Kingdom of Great Britain and Northern Ireland,2016,Life expectancy at birth (years),Male,79.66
United Kingdom of Great Britain and Northern Ireland,2016,Life expectancy at birth (years),Female,83.16
United Kingdom of Great Britain and Northern Ireland,2016,Life expectancy at age 60 (years),Both sexes,24.25
United Kingdom of Great Britain and Northern Ireland,2016,Life expectancy at age 60 (years),Male,22.95
United Kingdom of Great Britain and Northern Ireland,2016,Life expectancy at age 60 (years),Female,25.45
United Kingdom of Great Britain and Northern Ireland,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,71.93
United Kingdom of Great Britain and Northern Ireland,2016,Healthy life expectancy (HALE) at birth (years),Male,70.94
United Kingdom of Great Britain and Northern Ireland,2016,Healthy life expectancy (HALE) at birth (years),Female,72.9
United Kingdom of Great Britain and Northern Ireland,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,19.24
United Kingdom of Great Britain and Northern Ireland,2016,Healthy life expectancy (HALE) at age 60 (years),Male,18.33
United Kingdom of Great Britain and Northern Ireland,2016,Healthy life expectancy (HALE) at age 60 (years),Female,20.09
United Republic of Tanzania,2016,Life expectancy at birth (years),Both sexes,63.91
United Republic of Tanzania,2016,Life expectancy at birth (years),Male,61.97
United Republic of Tanzania,2016,Life expectancy at birth (years),Female,65.84
United Republic of Tanzania,2016,Life expectancy at age 60 (years),Both sexes,17.54
United Republic of Tanzania,2016,Life expectancy at age 60 (years),Male,16.86
United Republic of Tanzania,2016,Life expectancy at age 60 (years),Female,18.13
United Republic of Tanzania,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,56.47
United Republic of Tanzania,2016,Healthy life expectancy (HALE) at birth (years),Male,54.94
United Republic of Tanzania,2016,Healthy life expectancy (HALE) at birth (years),Female,58
United Republic of Tanzania,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,13.45
United Republic of Tanzania,2016,Healthy life expectancy (HALE) at age 60 (years),Male,12.83
United Republic of Tanzania,2016,Healthy life expectancy (HALE) at age 60 (years),Female,13.99
United States of America,2016,Life expectancy at birth (years),Both sexes,78.5
United States of America,2016,Life expectancy at birth (years),Male,76.02
United States of America,2016,Life expectancy at birth (years),Female,80.98
United States of America,2016,Life expectancy at age 60 (years),Both sexes,23.32
United States of America,2016,Life expectancy at age 60 (years),Male,21.75
United States of America,2016,Life expectancy at age 60 (years),Female,24.75
United States of America,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,68.51
United States of America,2016,Healthy life expectancy (HALE) at birth (years),Male,66.95
United States of America,2016,Healthy life expectancy (HALE) at birth (years),Female,70.12
United States of America,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,17.93
United States of America,2016,Healthy life expectancy (HALE) at age 60 (years),Male,16.74
United States of America,2016,Healthy life expectancy (HALE) at age 60 (years),Female,19.01
Uruguay,2016,Life expectancy at birth (years),Both sexes,77.06
Uruguay,2016,Life expectancy at birth (years),Male,73.16
Uruguay,2016,Life expectancy at birth (years),Female,80.8
Uruguay,2016,Life expectancy at age 60 (years),Both sexes,22.3
Uruguay,2016,Life expectancy at age 60 (years),Male,19.32
Uruguay,2016,Life expectancy at age 60 (years),Female,24.84
Uruguay,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,68.84
Uruguay,2016,Healthy life expectancy (HALE) at birth (years),Male,65.75
Uruguay,2016,Healthy life expectancy (HALE) at birth (years),Female,71.17
Uruguay,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,17.63
Uruguay,2016,Healthy life expectancy (HALE) at age 60 (years),Male,15.37
Uruguay,2016,Healthy life expectancy (HALE) at age 60 (years),Female,19.57
Uzbekistan,2016,Life expectancy at birth (years),Both sexes,72.33
Uzbekistan,2016,Life expectancy at birth (years),Male,69.69
Uzbekistan,2016,Life expectancy at birth (years),Female,74.99
Uzbekistan,2016,Life expectancy at age 60 (years),Both sexes,18.39
Uzbekistan,2016,Life expectancy at age 60 (years),Male,16.67
Uzbekistan,2016,Life expectancy at age 60 (years),Female,19.99
Uzbekistan,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,64.54
Uzbekistan,2016,Healthy life expectancy (HALE) at birth (years),Male,62.9
Uzbekistan,2016,Healthy life expectancy (HALE) at birth (years),Female,66.18
Uzbekistan,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,14.46
Uzbekistan,2016,Healthy life expectancy (HALE) at age 60 (years),Male,13.36
Uzbekistan,2016,Healthy life expectancy (HALE) at age 60 (years),Female,15.47
Vanuatu,2016,Life expectancy at birth (years),Both sexes,71.98
Vanuatu,2016,Life expectancy at birth (years),Male,70.05
Vanuatu,2016,Life expectancy at birth (years),Female,74.1
Vanuatu,2016,Life expectancy at age 60 (years),Both sexes,18.25
Vanuatu,2016,Life expectancy at age 60 (years),Male,17.01
Vanuatu,2016,Life expectancy at age 60 (years),Female,19.61
Vanuatu,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,62.7
Vanuatu,2016,Healthy life expectancy (HALE) at birth (years),Male,61.85
Vanuatu,2016,Healthy life expectancy (HALE) at birth (years),Female,63.66
Vanuatu,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,13.69
Vanuatu,2016,Healthy life expectancy (HALE) at age 60 (years),Male,12.97
Vanuatu,2016,Healthy life expectancy (HALE) at age 60 (years),Female,14.48
Venezuela (Bolivarian Republic of),2016,Life expectancy at birth (years),Both sexes,74.05
Venezuela (Bolivarian Republic of),2016,Life expectancy at birth (years),Male,69.49
Venezuela (Bolivarian Republic of),2016,Life expectancy at birth (years),Female,79.02
Venezuela (Bolivarian Republic of),2016,Life expectancy at age 60 (years),Both sexes,21.59
Venezuela (Bolivarian Republic of),2016,Life expectancy at age 60 (years),Male,19.33
Venezuela (Bolivarian Republic of),2016,Life expectancy at age 60 (years),Female,23.78
Venezuela (Bolivarian Republic of),2016,Healthy life expectancy (HALE) at birth (years),Both sexes,66.09
Venezuela (Bolivarian Republic of),2016,Healthy life expectancy (HALE) at birth (years),Male,62.53
Venezuela (Bolivarian Republic of),2016,Healthy life expectancy (HALE) at birth (years),Female,69.96
Venezuela (Bolivarian Republic of),2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,16.95
Venezuela (Bolivarian Republic of),2016,Healthy life expectancy (HALE) at age 60 (years),Male,15.29
Venezuela (Bolivarian Republic of),2016,Healthy life expectancy (HALE) at age 60 (years),Female,18.57
Viet Nam,2016,Life expectancy at birth (years),Both sexes,76.34
Viet Nam,2016,Life expectancy at birth (years),Male,71.65
Viet Nam,2016,Life expectancy at birth (years),Female,80.92
Viet Nam,2016,Life expectancy at age 60 (years),Both sexes,22.69
Viet Nam,2016,Life expectancy at age 60 (years),Male,19.67
Viet Nam,2016,Life expectancy at age 60 (years),Female,25.08
Viet Nam,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,67.49
Viet Nam,2016,Healthy life expectancy (HALE) at birth (years),Male,64.21
Viet Nam,2016,Healthy life expectancy (HALE) at birth (years),Female,70.71
Viet Nam,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,17.2
Viet Nam,2016,Healthy life expectancy (HALE) at age 60 (years),Male,15.18
Viet Nam,2016,Healthy life expectancy (HALE) at age 60 (years),Female,18.81
Yemen,2016,Life expectancy at birth (years),Both sexes,65.31
Yemen,2016,Life expectancy at birth (years),Male,63.89
Yemen,2016,Life expectancy at birth (years),Female,66.76
Yemen,2016,Life expectancy at age 60 (years),Both sexes,16.4
Yemen,2016,Life expectancy at age 60 (years),Male,15.53
Yemen,2016,Life expectancy at age 60 (years),Female,17.24
Yemen,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,55.07
Yemen,2016,Healthy life expectancy (HALE) at birth (years),Male,54.65
Yemen,2016,Healthy life expectancy (HALE) at birth (years),Female,55.5
Yemen,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,11.39
Yemen,2016,Healthy life expectancy (HALE) at age 60 (years),Male,11
Yemen,2016,Healthy life expectancy (HALE) at age 60 (years),Female,11.78
Zambia,2016,Life expectancy at birth (years),Both sexes,62.33
Zambia,2016,Life expectancy at birth (years),Male,60.23
Zambia,2016,Life expectancy at birth (years),Female,64.37
Zambia,2016,Life expectancy at age 60 (years),Both sexes,17.51
Zambia,2016,Life expectancy at age 60 (years),Male,16.6
Zambia,2016,Life expectancy at age 60 (years),Female,18.26
Zambia,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,54.34
Zambia,2016,Healthy life expectancy (HALE) at birth (years),Male,52.58
Zambia,2016,Healthy life expectancy (HALE) at birth (years),Female,56.04
Zambia,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,12.74
Zambia,2016,Healthy life expectancy (HALE) at age 60 (years),Male,11.93
Zambia,2016,Healthy life expectancy (HALE) at age 60 (years),Female,13.4
Zimbabwe,2016,Life expectancy at birth (years),Both sexes,61.45
Zimbabwe,2016,Life expectancy at birth (years),Male,59.62
Zimbabwe,2016,Life expectancy at birth (years),Female,63.09
Zimbabwe,2016,Life expectancy at age 60 (years),Both sexes,17.48
Zimbabwe,2016,Life expectancy at age 60 (years),Male,16.62
Zimbabwe,2016,Life expectancy at age 60 (years),Female,18.13
Zimbabwe,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,54.4
Zimbabwe,2016,Healthy life expectancy (HALE) at birth (years),Male,52.7
Zimbabwe,2016,Healthy life expectancy (HALE) at birth (years),Female,55.91
Zimbabwe,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,13.36
Zimbabwe,2016,Healthy life expectancy (HALE) at age 60 (years),Male,12.36
Zimbabwe,2016,Healthy life expectancy (HALE) at age 60 (years),Female,14.12
